Bill Number,Title,Summary,Sponsor,Cosponsors (Overview),Cosponsor List,Introduced,Status,Prognosis,Source URL,Committees,Vote Type,Vote Date,Vote Result,Related Bills,Subjects
HRES388,H.Res. 388 (118th): Recognizing the ongoing Nakba and Palestine refugees rights.,"GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Rashida Tlaib,Cosponsors,"Tlaib, Rashida [D-MI12, 2023-2026], Bowman, Jamaal [D-NY16, 2021-2024], Bush, Cori [D-MO1, 2021-2024], McCollum, Betty [D-MN4, 2001-2026], Ocasio-Cortez, Alexandria [D-NY14, 2019-2026], Omar, Ilhan [D-MN5, 2019-2026]","May 10, 2023 118 th Congress (2023–2025)","Introduced (May 10, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres388,House Foreign Affairs,,Introduced,"Last Action: May 15, 2024",", H.Res. 1231",International Affairs
HRES389,"H.Res. 389 (118th): Acknowledging the essential contributions of frontline health workers to recovering progress and further expanding and sustaining gains in global health, saving the lives of millions of women, men, and children around the world, and strengthening the United States national security and global economic prosperity.","GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Ami Bera,Cosponsors,"Bera, Ami [D-CA6, 2023-2026], Connolly, Gerald [D-VA11, 2009-2026], Kamlager-Dove, Sydney [D-CA37, 2023-2026], Lawler, Michael [R-NY17, 2023-2026], Cherfilus-McCormick, Sheila [D-FL20, 2022-2026], Titus, Dina [D-NV1, 2013-2026], Jacobs, Sara [D-CA51, 2023-2026], Amo, Gabe [D-RI1, 2023-2026], Kim, Young [R-CA40, 2023-2026], Kiggans, Jennifer [R-VA2, 2023-2026], De La Cruz, Mónica [R-TX15, 2023-2026], Fitzpatrick, Brian [R-PA1, 2019-2026], Sewell, Terri [D-AL7, 2011-2026], Allred, Colin [D-TX32, 2019-2024], McGovern, James “Jim” [D-MA2, 2013-2026], Morelle, Joseph [D-NY25, 2018-2026], Carson, André [D-IN7, 2008-2026], Evans, Dwight [D-PA3, 2019-2026], Meng, Grace [D-NY6, 2013-2026], Wild, Susan [D-PA7, 2019-2024], Brownley, Julia [D-CA26, 2013-2026], Carter, Troy [D-LA2, 2021-2026], Gluesenkamp Perez, Marie [D-WA3, 2023-2026], Harder, Josh [D-CA9, 2023-2026], Omar, Ilhan [D-MN5, 2019-2026], Wasserman Schultz, Debbie [D-FL25, 2023-2026], Cohen, Steve [D-TN9, 2007-2026], Clarke, Yvette [D-NY9, 2013-2026], Caraveo, Yadira [D-CO8, 2023-2024], Ruppersberger, A. Dutch [D-MD2, 2003-2024], Hoyle, Valerie [D-OR4, 2023-2026], Crockett, Jasmine [D-TX30, 2023-2026], Adams, Alma [D-NC12, 2014-2026], Phillips, Dean [D-MN3, 2019-2024]","May 11, 2023 118 th Congress (2023–2025)","Introduced (May 11, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres389,House Foreign Affairs,International Affairs,N/A,N/A,N/A,International Affairs
HRES390,"H.Res. 390 (118th): Recognizing the significance of Asian American, Native Hawaiian, and Pacific Islander Heritage Month as an important time to celebrate the significant contributions of Asian Americans, Native Hawaiians, and Pacific Islanders to the history of the United States.","GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Judy Chu,Cosponsors,"Chu, Judy [D-CA28, 2023-2026], Connolly, Gerald [D-VA11, 2009-2026], Norton, Eleanor [D-DC, 1991-2026], Barragán, Nanette [D-CA44, 2017-2026], Bera, Ami [D-CA6, 2023-2026], Bonamici, Suzanne [D-OR1, 2012-2026], Case, Ed [D-HI1, 2019-2026], DelBene, Suzan [D-WA1, 2012-2026], Eshoo, Anna [D-CA16, 2023-2024], Fletcher, Lizzie [D-TX7, 2019-2026], Gomez, Jimmy [D-CA34, 2017-2026], Green, Al [D-TX9, 2005-2026], Jayapal, Pramila [D-WA7, 2017-2026], Kim, Andy [D-NJ3, 2019-2024], Lee, Barbara [D-CA12, 2023-2024], Lee, Susie [D-NV3, 2019-2026], Lieu, Ted [D-CA36, 2023-2026], McBath, Lucy [D-GA7, 2023-2024], Meng, Grace [D-NY6, 2013-2026], Mullin, Kevin [D-CA15, 2023-2026], Napolitano, Grace [D-CA31, 2023-2024], Panetta, Jimmy [D-CA19, 2023-2026], Raskin, Jamie [D-MD8, 2017-2026], Sablan, Gregorio [D-MP, 2009-2024], Schakowsky, Janice “Jan” [D-IL9, 1999-2026], Scott, Robert “Bobby” [D-VA3, 1993-2026], Sánchez, Linda [D-CA38, 2013-2026], Takano, Mark [D-CA39, 2023-2026], Tokuda, Jill [D-HI2, 2023-2026], Trone, David [D-MD6, 2019-2024], Velázquez, Nydia [D-NY7, 2013-2026], Kamlager-Dove, Sydney [D-CA37, 2023-2026], Watson Coleman, Bonnie [D-NJ12, 2015-2026]","May 11, 2023 118 th Congress (2023–2025)","Companion Bill —
								
								Agreed To (May 15, 2024)",N/A,https://www.govtrack.us/congress/bills/118/hres390,House Oversight and Government Reform,,Introduced,"Last Action: May 15, 2024",", H.Res. 1228","Native Americans, Alaska Natives and Hawaiians, Asia, Commemorative events and holidays, show 3 more, Congressional tributes, Racial and ethnic relations, U.S. history, show less"
HRES391,H.Res. 391 (118th): Expressing support for the designation of May 2023 as “Arthritis Awareness Month”.,"GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Debbie Dingell,N/A,"Dingell, Debbie [D-MI6, 2023-2026]","May 11, 2023 118 th Congress (2023–2025)","Introduced (May 11, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres391,"House Energy and Commerce, ↪, Health",Health,N/A,N/A,N/A,"Health, Commemorative events and holidays, Musculoskeletal and skin diseases"
HRES392,H.Res. 392 (118th): Encouraging greater public-private sector collaboration to promote financial literacy for students and young adults.,"GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Bill Foster,Cosponsors,"Foster, Bill [D-IL11, 2013-2026], Hill, French [R-AR2, 2015-2026]","May 11, 2023 118 th Congress (2023–2025)","Introduced (May 11, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres392,House Financial Services,,Agreed To (Simple Resolution),"Apr 30, 2019",", H.Res. 327 (116th)",Finance and Financial Sector
HRES393,H.Res. 393 (118th): Honoring all families.,"GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Robert Julio Garcia,Cosponsors,"Garcia, Robert Julio [D-CA42, 2023-2026], Balint, Becca [D-VT, 2023-2026], Craig, Angie [D-MN2, 2019-2026], Frost, Maxwell [D-FL10, 2023-2026], Pocan, Mark [D-WI2, 2013-2026], Ruiz, Raul [D-CA25, 2023-2026]","May 11, 2023 118 th Congress (2023–2025)","Introduced (May 11, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres393,House Education and Workforce,Families,N/A,N/A,N/A,Families
HRES394,H.Res. 394 (118th): Expressing support for the 60th anniversary of the Polaris Sales Agreement between the United States and the United Kingdom of Great Britain and Northern Ireland.,"GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Doug Lamborn,Cosponsors,"Lamborn, Doug [R-CO5, 2007-2024], Moulton, Seth [D-MA6, 2015-2026]","May 11, 2023 118 th Congress (2023–2025)","Introduced (May 11, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres394,House Foreign Affairs,,Parts Incorporated Into Other Measures,"Last Action: Jul 27, 2023",", S. 2226",International Affairs
HRES395,"H.Res. 395 (118th): Recognizing the work and contributions of doulas towards improving pregnancy, birth, and postpartum outcomes.","GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Gwen Moore,Cosponsors,"Moore, Gwen [D-WI4, 2005-2026], Pressley, Ayanna [D-MA7, 2019-2026]","May 11, 2023 118 th Congress (2023–2025)","Introduced (May 11, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres395,"House Energy and Commerce, ↪, Health",,Introduced,"Last Action: May 13, 2021",", H.Res. 395 (117th)","Health, Commemorative events and holidays, Health care coverage and access, Health personnel, show 5 more, Mental health, Minority health, Rural conditions and development, Sex and reproductive health, Women's health, show less"
HRES396,"H.Res. 396 (118th): In honor of mothers, recognizing the significance of motherhood and the impact mothers have on raising the next generation, on the occasion of Mother’s Day.","GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Randy Weber,Cosponsors,"Weber, Randy [R-TX14, 2013-2026], Grothman, Glenn [R-WI6, 2015-2026], Miller, Mary [R-IL15, 2021-2026], McClain, Lisa [R-MI9, 2023-2026], Babin, Brian [R-TX36, 2015-2026], Bice, Stephanie [R-OK5, 2021-2026], Biggs, Andy [R-AZ5, 2017-2026], Bucshon, Larry [R-IN8, 2011-2024], Cammack, Katherine “Kat” [R-FL3, 2021-2026], Carter, John R. [R-TX31, 2003-2026], Cloud, Michael [R-TX27, 2018-2026], Crawford, Eric “Rick” [R-AR1, 2011-2026], Crenshaw, Dan [R-TX2, 2019-2026], Davidson, Warren [R-OH8, 2016-2026], De La Cruz, Mónica [R-TX15, 2023-2026], Ellzey, Jake [R-TX6, 2021-2026], Ezell, Mike [R-MS4, 2023-2026], Fallon, Patrick “Pat” [R-TX4, 2021-2026], Franklin, Scott [R-FL18, 2023-2026], Gooden, Lance [R-TX5, 2019-2026], Gosar, Paul [R-AZ9, 2023-2026], Granger, Kay [R-TX12, 1997-2024], Hinson, Ashley [R-IA2, 2023-2026], Lesko, Debbie [R-AZ8, 2018-2024], Mace, Nancy [R-SC1, 2021-2026], Malliotakis, Nicole [R-NY11, 2021-2026], Mann, Tracey [R-KS1, 2021-2026], McCaul, Michael [R-TX10, 2005-2026], McCormick, Rich [R-GA6, 2023-2024], Miller-Meeks, Mariannette [R-IA1, 2023-2026], Moore, Barry [R-AL2, 2021-2024], Moran, Nathaniel [R-TX1, 2023-2026], Nehls, Troy [R-TX22, 2021-2026], Pfluger, August [R-TX11, 2021-2026], Rose, John W. [R-TN6, 2019-2026], Santos, George [R-NY3, 2023-2023], Self, Keith [R-TX3, 2023-2026], Sessions, Pete [R-TX17, 2021-2026], Spartz, Victoria [R-IN5, 2021-2026], Strong, Dale [R-AL5, 2023-2026], Van Duyne, Beth [R-TX24, 2021-2026], Williams, Roger [R-TX25, 2013-2026], Hageman, Harriet [R-WY, 2023-2026], Williams, Brandon [R-NY22, 2023-2024], Baird, James [R-IN4, 2019-2026]","May 11, 2023 118 th Congress (2023–2025)","Introduced (May 11, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres396,House Education and Workforce,Families,N/A,N/A,N/A,Families
HRES397,H.Res. 397 (118th): Expressing the approval of Congress for the 50th anniversary celebration of the homecoming of United States prisoners of war from Vietnam and in recognition of the extraordinary service and sacrifices of such prisoners of war during the Vietnam War.,"GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Joe Wilson,Cosponsors,"Wilson, Joe [R-SC2, 2001-2026], Crow, Jason [D-CO6, 2019-2026], Kim, Young [R-CA40, 2023-2026], Sherrill, Mikie [D-NJ11, 2019-2026]","May 15, 2023 118 th Congress (2023–2025)","Introduced (May 15, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres397,House Veterans' Affairs,,Agreed To (Simple Resolution),"May 18, 2023",", S.Res. 222","Armed Forces and National Security, Asia, Conflicts and wars, Congressional tributes, show 4 more, Military history, U.S. history, Veterans' organizations and recognition, Vietnam, show less"
HRES398,"H.Res. 398 (118th): Providing for consideration of the bill (H.R. 2494) to make the assault of a law enforcement officer a deportable offense, and for other purposes; providing for consideration of the bill (H.R. 3091) to allow Federal law enforcement officers to purchase retired service weapons, and for other purposes; and providing for consideration of the concurrent resolution (H. Con. Res. 40) expressing support for local law enforcement officers and condemning efforts to defund or dismantle local law enforcement agencies.","GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Michelle Fischbach,N/A,"Fischbach, Michelle [R-MN7, 2021-2026]","May 15, 2023 118 th Congress (2023–2025)","Agreed To (May 16, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres398,House Rules,On Ordering the Previous Question: H.Res. 398: Providing for consideration of the bill (H.R. 2494) to make the assault of …,"May 16, 2023 2:01 p.m.",Passed 220/209,", H.Con.Res. 40","Congress, Legislative rules and procedure"
HRES399,"H.Res. 399 (118th): Expressing support for the designation of the week of May 7, 2023, through May 13, 2023, as “National Correctional Officers Week”.","GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Eric “Rick” Crawford,Cosponsors,"Crawford, Eric “Rick” [R-AR1, 2011-2026], Kiley, Kevin [R-CA3, 2023-2026], Babin, Brian [R-TX36, 2015-2026], Bacon, Don [R-NE2, 2017-2026], Bost, Mike [R-IL12, 2015-2026], Bucshon, Larry [R-IN8, 2011-2024], D'Esposito, Anthony [R-NY4, 2023-2024], Guest, Michael [R-MS3, 2019-2026], Higgins, Clay [R-LA3, 2017-2026], Lawler, Michael [R-NY17, 2023-2026], Letlow, Julia [R-LA5, 2021-2026], Meuser, Daniel [R-PA9, 2019-2026], Norman, Ralph [R-SC5, 2017-2026], Stauber, Pete [R-MN8, 2019-2026], Stefanik, Elise [R-NY21, 2015-2026], Thompson, Glenn [R-PA15, 2019-2026], Weber, Randy [R-TX14, 2013-2026], Webster, Daniel [R-FL11, 2017-2026], Donalds, Byron [R-FL19, 2021-2026]","May 15, 2023 118 th Congress (2023–2025)","Introduced (May 15, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres399,House Judiciary,Crime and Law Enforcement,N/A,N/A,N/A,"Crime and Law Enforcement, Commemorative events and holidays, Congressional tributes, Correctional facilities and imprisonment, show 1 more, Law enforcement officers, show less"
HRES400,H.Res. 400 (118th): Commending the Tennessee Valley Authority on the 90th anniversary of the signing of the Tennessee Valley Authority Act of 1933.,"GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Charles “Chuck” Fleischmann,Cosponsors,"Fleischmann, Charles “Chuck” [R-TN3, 2011-2026], Aderholt, Robert [R-AL4, 1997-2026], Guest, Michael [R-MS3, 2019-2026], Rogers, Mike [R-AL3, 2003-2026], Strong, Dale [R-AL5, 2023-2026], Edwards, Charles (Chuck) [R-NC11, 2023-2026], Kustoff, David [R-TN8, 2017-2026], Rose, John W. [R-TN6, 2019-2026], Guthrie, Brett [R-KY2, 2009-2026]","May 15, 2023 118 th Congress (2023–2025)","Introduced (May 15, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hres400,"House Transportation and Infrastructure, ↪, Water Resources and Environment",,Introduced,"Last Action: Jun 7, 2023",", S.Res. 242",Energy
